Elemento;Tipo ;Diámetro;Cantidad ;Longitud de barra (m);Peso de acero;Peso total (kg)
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";1;1.53; 0.56 kg/m ;0.856103
Columna; C-2 ;" 3/8"" ";1;1.31; 0.56 kg/m ;0.732593
Columna; C-2 ;" 3/8"" ";8;1.53; 0.56 kg/m ;6.848826
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";1;1.53; 0.56 kg/m ;0.856103
Columna; C-2 ;" 3/8"" ";1;1.31; 0.56 kg/m ;0.732593
Columna; C-2 ;" 3/8"" ";8;1.53; 0.56 kg/m ;6.848826
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";1;1.53; 0.56 kg/m ;0.856103
Columna; C-2 ;" 3/8"" ";1;1.31; 0.56 kg/m ;0.732593
Columna; C-2 ;" 3/8"" ";8;1.53; 0.56 kg/m ;6.848826
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";1;1.53; 0.56 kg/m ;0.856103
Columna; C-2 ;" 3/8"" ";1;1.31; 0.56 kg/m ;0.732593
Columna; C-2 ;" 3/8"" ";8;1.53; 0.56 kg/m ;6.848826
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";1;1.53; 0.56 kg/m ;0.856103
Columna; C-2 ;" 3/8"" ";1;1.31; 0.56 kg/m ;0.732593
Columna; C-2 ;" 3/8"" ";8;1.53; 0.56 kg/m ;6.848826
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";1;1.53; 0.56 kg/m ;0.856103
Columna; C-2 ;" 3/8"" ";1;1.31; 0.56 kg/m ;0.732593
Columna; C-2 ;" 3/8"" ";8;1.53; 0.56 kg/m ;6.848826
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";3;1.53; 0.56 kg/m ;2.56831
Columna; C-2 ;" 3/8"" ";3;1.31; 0.56 kg/m ;2.19778
Columna; C-2 ;" 3/8"" ";1;2.1; 0.56 kg/m ;1.177873
Columna; C-2 ;" 3/8"" ";1;1.54; 0.56 kg/m ;0.860205
Columna; C-2 ;" 3/8"" ";1;1.54; 0.56 kg/m ;0.860205
Columna; C-2 ;" 3/8"" ";1;1.54; 0.56 kg/m ;0.860205
Columna; C-2 ;" 3/8"" ";1;1.54; 0.56 kg/m ;0.860205
Columna; C-2 ;" 3/8"" ";4;1.54; 0.56 kg/m ;3.440819
Columna; C-2 ;" 3/8"" ";4;1.54; 0.56 kg/m ;3.440819
Columna; C-2 ;" 3/8"" ";5;1.54; 0.56 kg/m ;4.301024
Columna; C-2 ;" 3/8"" ";5;1.54; 0.56 kg/m ;4.301024
Columna; C-2 ;" 3/8"" ";8;1.54; 0.56 kg/m ;6.881638
Columna; C-2 ;" 3/8"" ";1;1.54; 0.56 kg/m ;0.860205
Columna; C-2 ;" 3/8"" ";1;1.54; 0.56 kg/m ;0.860205
Columna; C-2 ;" 3/8"" ";4;1.54; 0.56 kg/m ;3.440819
Columna; C-2 ;" 3/8"" ";4;1.54; 0.56 kg/m ;3.440819
Columna; C-2 ;" 3/8"" ";8;1.54; 0.56 kg/m ;6.881638
Columna; C-2 ;" 3/8"" ";8;1.54; 0.56 kg/m ;6.881638
Columna; C-2 ;" 3/8"" ";6;1.54; 0.56 kg/m ;5.161229
Columna; C-2 ;" 3/8"" ";6;1.54; 0.56 kg/m ;5.161229
Columna; C-2 ;" 3/8"" ";1;1.54; 0.56 kg/m ;0.860205
Columna; C-2 ;" 3/8"" ";1;1.54; 0.56 kg/m ;0.860205
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.062646
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.062646
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.062646
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.062646
Columna; C-2 ;" 3/8"" ";6;1.58; 0.56 kg/m ;5.296985
Columna; C-2 ;" 3/8"" ";6;1.58; 0.56 kg/m ;5.296985
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.062646
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.062646
Columna; C-2 ;" 3/8"" ";7;1.58; 0.56 kg/m ;6.179816
Columna; C-2 ;" 3/8"" ";7;1.58; 0.56 kg/m ;6.179816
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.062646
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.062646
Columna; C-2 ;" 3/8"" ";8;1.49; 0.56 kg/m ;6.661815
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.06228
Columna; C-2 ;" 3/8"" ";8;1.49; 0.56 kg/m ;6.661815
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.06228
Columna; C-2 ;" 3/8"" ";6;1.49; 0.56 kg/m ;4.996361
Columna; C-2 ;" 3/8"" ";6;1.58; 0.56 kg/m ;5.29671
Columna; C-2 ;" 3/8"" ";8;1.49; 0.56 kg/m ;6.661815
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.06228
Columna; C-2 ;" 3/8"" ";6;1.49; 0.56 kg/m ;4.996361
Columna; C-2 ;" 3/8"" ";6;1.58; 0.56 kg/m ;5.29671
Columna; C-2 ;" 3/8"" ";8;1.49; 0.56 kg/m ;6.661815
Columna; C-2 ;" 3/8"" ";8;1.58; 0.56 kg/m ;7.06228
Columna; C-2 ;" 3/8"" ";8;1.53; 0.56 kg/m ;6.848826
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";8;1.53; 0.56 kg/m ;6.848826
Columna; C-2 ;" 3/8"" ";8;1.31; 0.56 kg/m ;5.860747
Columna; C-2 ;" 3/8"" ";7;1.53; 0.56 kg/m ;5.992722
Columna; C-2 ;" 3/8"" ";7;1.31; 0.56 kg/m ;5.128154
Columna; C-2 ;" 3/4"" ";1;8.22; 2.24 kg/m ;18.37251
Columna; C-2 ;" 3/4"" ";1;8.22; 2.24 kg/m ;18.369434
Columna; C-2 ;" 3/4"" ";1;6.29; 2.24 kg/m ;14.058134
Columna; C-2 ;" 3/4"" ";1;6.29; 2.24 kg/m ;14.060395
Columna; C-2 ;" 3/4"" ";1;8.69; 2.24 kg/m ;19.417208
Columna; C-2 ;" 3/4"" ";1;8.7; 2.24 kg/m ;19.446796
Columna; C-2 ;" 3/4"" ";1;5.83; 2.24 kg/m ;13.028881
Columna; C-2 ;" 3/4"" ";1;5.81; 2.24 kg/m ;12.987437
Columna; C-2 ;" 3/4"" ";1;8.46; 2.24 kg/m ;18.910617
Columna; C-2 ;" 3/4"" ";1;8.46; 2.24 kg/m ;18.897353
Columna; C-2 ;" 3/4"" ";1;6.29; 2.24 kg/m ;14.061475
Columna; C-2 ;" 3/4"" ";1;6.29; 2.24 kg/m ;14.065686
Columna; C-2 ;" 3/4"" ";1;8.69; 2.24 kg/m ;19.422004
Columna; C-2 ;" 3/4"" ";1;8.69; 2.24 kg/m ;19.427935
Columna; C-2 ;" 3/4"" ";1;6.06; 2.24 kg/m ;13.553869
Columna; C-2 ;" 3/4"" ";1;6.06; 2.24 kg/m ;13.548193
Columna; C-2 ;" 3/4"" ";1;5.96; 2.24 kg/m ;13.318739
Columna; C-2 ;" 3/4"" ";1;5.96; 2.24 kg/m ;13.323893
Columna; C-2 ;" 3/4"" ";1;2.99; 2.24 kg/m ;6.681171
Columna; C-2 ;" 3/4"" ";1;2.99; 2.24 kg/m ;6.67654
Columna; C-2 ;" 3/4"" ";1;6.99; 2.24 kg/m ;15.631415
Columna; C-2 ;" 3/4"" ";1;6.99; 2.24 kg/m ;15.632046
Columna; C-2 ;" 3/4"" ";1;5.38; 2.24 kg/m ;12.033859
Columna; C-2 ;" 3/4"" ";1;5.38; 2.24 kg/m ;12.02486
Columna; C-2 ;" 3/4"" ";1;2.27; 2.24 kg/m ;5.072975
Columna; C-2 ;" 3/4"" ";1;2.27; 2.24 kg/m ;5.063109
Columna; C-2 ;" 3/4"" ";1;8.29; 2.24 kg/m ;18.525076
Columna; C-2 ;" 3/4"" ";1;8.29; 2.24 kg/m ;18.524975
Columna; C-2 ;" 3/4"" ";1;8.22; 2.24 kg/m ;18.37251
Columna; C-2 ;" 3/4"" ";1;8.22; 2.24 kg/m ;18.367635
Columna; C-2 ;" 3/4"" ";1;6.29; 2.24 kg/m ;14.058134
Columna; C-2 ;" 3/4"" ";1;6.29; 2.24 kg/m ;14.060395
Columna; C-2 ;" 3/4"" ";1;8.69; 2.24 kg/m ;19.417208
Columna; C-2 ;" 3/4"" ";1;8.7; 2.24 kg/m ;19.444997
Columna; C-2 ;" 3/4"" ";1;5.83; 2.24 kg/m ;13.028881
Columna; C-2 ;" 3/4"" ";1;5.81; 2.24 kg/m ;12.987437
Columna; C-2 ;" 3/4"" ";1;8.46; 2.24 kg/m ;18.910617
Columna; C-2 ;" 3/4"" ";1;8.46; 2.24 kg/m ;18.897353
Columna; C-2 ;" 3/4"" ";1;6.29; 2.24 kg/m ;14.061475
Columna; C-2 ;" 3/4"" ";1;6.29; 2.24 kg/m ;14.065686
Columna; C-2 ;" 3/4"" ";1;8.69; 2.24 kg/m ;19.422004
Columna; C-2 ;" 3/4"" ";1;8.69; 2.24 kg/m ;19.427935
Columna; C-2 ;" 3/4"" ";1;6.06; 2.24 kg/m ;13.551403
Columna; C-2 ;" 3/4"" ";1;6.06; 2.24 kg/m ;13.546584
Columna; C-2 ;" 3/4"" ";1;5.96; 2.24 kg/m ;13.31737
Columna; C-2 ;" 3/4"" ";1;5.96; 2.24 kg/m ;13.323893
Columna; C-2 ;" 3/4"" ";1;2.99; 2.24 kg/m ;6.681171
Columna; C-2 ;" 3/4"" ";1;2.99; 2.24 kg/m ;6.67654
Columna; C-2 ;" 3/4"" ";1;6.99; 2.24 kg/m ;15.631044
Columna; C-2 ;" 3/4"" ";1;6.99; 2.24 kg/m ;15.632046
Columna; C-2 ;" 3/4"" ";1;5.38; 2.24 kg/m ;12.033859
Columna; C-2 ;" 3/4"" ";1;5.38; 2.24 kg/m ;12.02486
Columna; C-2 ;" 3/4"" ";1;2.27; 2.24 kg/m ;5.072975
Columna; C-2 ;" 3/4"" ";1;2.27; 2.24 kg/m ;5.063109
Columna; C-2 ;" 3/4"" ";1;8.29; 2.24 kg/m ;18.521931
Columna; C-2 ;" 3/4"" ";1;8.29; 2.24 kg/m ;18.524975
Columna; C-2 ;" 3/4"" ";1;5.77; 2.24 kg/m ;12.888509
Columna; C-2 ;" 3/4"" ";1;5.77; 2.24 kg/m ;12.886964
Columna; C-2 ;" 3/4"" ";1;3.05; 2.24 kg/m ;6.822223
Columna; C-2 ;" 3/4"" ";1;3.06; 2.24 kg/m ;6.845082
Columna; C-2 ;" 3/4"" ";1;7.25; 2.24 kg/m ;16.207215
Columna; C-2 ;" 3/4"" ";1;7.23; 2.24 kg/m ;16.16797
Columna; C-2 ;" 3/4"" ";1;5.48; 2.24 kg/m ;12.243445
Columna; C-2 ;" 3/4"" ";1;5.48; 2.24 kg/m ;12.249641
Columna; C-2 ;" 3/4"" ";1;2.85; 2.24 kg/m ;6.362453
Columna; C-2 ;" 3/4"" ";1;2.85; 2.24 kg/m ;6.368218
Columna; C-2 ;" 3/4"" ";1;7.73; 2.24 kg/m ;17.282162
Columna; C-2 ;" 3/4"" ";1;7.74; 2.24 kg/m ;17.289743
Columna; C-2 ;" 1"" ";2;9.09; 3.40 kg/m ;61.723508
Columna; C-2 ;" 1"" ";2;9.09; 3.40 kg/m ;61.748122
Columna; C-2 ;" 1"" ";1;9.08; 3.40 kg/m ;30.86097
Columna; C-2 ;" 1"" ";2;6.38; 3.40 kg/m ;43.357252
Columna; C-2 ;" 1"" ";2;6.38; 3.40 kg/m ;43.376743
Columna; C-2 ;" 1"" ";1;6.39; 3.40 kg/m ;21.700448
Columna; C-2 ;" 1"" ";2;6; 3.40 kg/m ;40.787262
Columna; C-2 ;" 1"" ";2;6; 3.40 kg/m ;40.796109
Columna; C-2 ;" 1"" ";2;8.71; 3.40 kg/m ;59.186483
Columna; C-2 ;" 1"" ";2;8.71; 3.40 kg/m ;59.20089
Columna; C-2 ;" 1"" ";1;8.71; 3.40 kg/m ;29.596276
Columna; C-2 ;" 1"" ";1;6.01; 3.40 kg/m ;20.416615
Columna; C-2 ;" 1"" ";1;6.38; 3.40 kg/m ;21.687588
Columna; C-2 ;" 1"" ";1;9.06; 3.40 kg/m ;30.772679
Columna; C-2 ;" 1"" ";1;8.95; 3.40 kg/m ;30.389527
Columna; C-2 ;" 1"" ";1;6.26; 3.40 kg/m ;21.279537
Columna; C-2 ;" 1"" ";1;6.38; 3.40 kg/m ;21.664656
Columna; C-2 ;" 1"" ";1;6.38; 3.40 kg/m ;21.669904
Columna; C-2 ;" 1"" ";1;8.92; 3.40 kg/m ;30.313403
Columna; C-2 ;" 1"" ";1;8.94; 3.40 kg/m ;30.359354
Columna; C-2 ;" 1"" ";1;9; 3.40 kg/m ;30.571696
Columna; C-2 ;" 1"" ";1;9; 3.40 kg/m ;30.567526
Columna; C-2 ;" 1"" ";1;6.32; 3.40 kg/m ;21.482456
Columna; C-2 ;" 1"" ";1;6.31; 3.40 kg/m ;21.449745
Columna; C-2 ;" 1"" ";1;9.01; 3.40 kg/m ;30.598567
Columna; C-2 ;" 1"" ";1;9.02; 3.40 kg/m ;30.62742
Columna; C-2 ;" 1"" ";1;6.31; 3.40 kg/m ;21.418903
Columna; C-2 ;" 1"" ";1;6.29; 3.40 kg/m ;21.383285
Columna; C-2 ;" 1"" ";1;3.08; 3.40 kg/m ;10.453351
Columna; C-2 ;" 1"" ";1;3.08; 3.40 kg/m ;10.466782
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.558689
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.559538
Columna; C-2 ;" 1"" ";1;7.8; 3.40 kg/m ;26.481776
Columna; C-2 ;" 1"" ";1;7.78; 3.40 kg/m ;26.438362
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.556073
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.546743
Columna; C-2 ;" 1"" ";1;3.07; 3.40 kg/m ;10.441277
Columna; C-2 ;" 1"" ";1;3.07; 3.40 kg/m ;10.436468
Columna; C-2 ;" 1"" ";1;7.8; 3.40 kg/m ;26.487083
Columna; C-2 ;" 1"" ";1;7.79; 3.40 kg/m ;26.471992
Columna; C-2 ;" 1"" ";1;3.08; 3.40 kg/m ;10.462313
Columna; C-2 ;" 1"" ";1;5.87; 3.40 kg/m ;19.952921
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.540987
Columna; C-2 ;" 1"" ";1;2.75; 3.40 kg/m ;9.350182
Columna; C-2 ;" 1"" ";1;7.8; 3.40 kg/m ;26.480857
Columna; C-2 ;" 1"" ";1;8.29; 3.40 kg/m ;28.169851
Columna; C-2 ;" 1"" ";1;5.86; 3.40 kg/m ;19.901435
Columna; C-2 ;" 1"" ";1;5.87; 3.40 kg/m ;19.934349
Columna; C-2 ;" 1"" ";1;2.86; 3.40 kg/m ;9.730164
Columna; C-2 ;" 1"" ";1;2.85; 3.40 kg/m ;9.682003
Columna; C-2 ;" 1"" ";1;8.16; 3.40 kg/m ;27.713045
Columna; C-2 ;" 1"" ";1;8.16; 3.40 kg/m ;27.726405
Columna; C-2 ;" 1"" ";1;5.88; 3.40 kg/m ;19.960097
Columna; C-2 ;" 1"" ";1;5.87; 3.40 kg/m ;19.939622
Columna; C-2 ;" 1"" ";1;2.86; 3.40 kg/m ;9.714008
Columna; C-2 ;" 1"" ";1;2.86; 3.40 kg/m ;9.716214
Columna; C-2 ;" 1"" ";1;8.17; 3.40 kg/m ;27.758544
Columna; C-2 ;" 1"" ";1;8.18; 3.40 kg/m ;27.785027
Columna; C-2 ;" 1"" ";2;9.09; 3.40 kg/m ;61.723508
Columna; C-2 ;" 1"" ";2;9.09; 3.40 kg/m ;61.746033
Columna; C-2 ;" 1"" ";1;9.08; 3.40 kg/m ;30.86097
Columna; C-2 ;" 1"" ";2;6.38; 3.40 kg/m ;43.357252
Columna; C-2 ;" 1"" ";2;6.38; 3.40 kg/m ;43.376743
Columna; C-2 ;" 1"" ";1;6.39; 3.40 kg/m ;21.700448
Columna; C-2 ;" 1"" ";2;6; 3.40 kg/m ;40.787262
Columna; C-2 ;" 1"" ";2;6; 3.40 kg/m ;40.796109
Columna; C-2 ;" 1"" ";2;8.71; 3.40 kg/m ;59.186483
Columna; C-2 ;" 1"" ";2;8.71; 3.40 kg/m ;59.20089
Columna; C-2 ;" 1"" ";1;8.71; 3.40 kg/m ;29.596276
Columna; C-2 ;" 1"" ";1;6.01; 3.40 kg/m ;20.416615
Columna; C-2 ;" 1"" ";1;6.38; 3.40 kg/m ;21.687588
Columna; C-2 ;" 1"" ";1;9.06; 3.40 kg/m ;30.772679
Columna; C-2 ;" 1"" ";1;8.95; 3.40 kg/m ;30.389527
Columna; C-2 ;" 1"" ";1;6.26; 3.40 kg/m ;21.279537
Columna; C-2 ;" 1"" ";1;6.38; 3.40 kg/m ;21.664656
Columna; C-2 ;" 1"" ";1;6.38; 3.40 kg/m ;21.669904
Columna; C-2 ;" 1"" ";1;8.92; 3.40 kg/m ;30.310896
Columna; C-2 ;" 1"" ";1;8.94; 3.40 kg/m ;30.363747
Columna; C-2 ;" 1"" ";1;9; 3.40 kg/m ;30.571696
Columna; C-2 ;" 1"" ";1;9; 3.40 kg/m ;30.567526
Columna; C-2 ;" 1"" ";1;6.32; 3.40 kg/m ;21.482456
Columna; C-2 ;" 1"" ";1;6.31; 3.40 kg/m ;21.449745
Columna; C-2 ;" 1"" ";1;9.01; 3.40 kg/m ;30.598567
Columna; C-2 ;" 1"" ";1;9.02; 3.40 kg/m ;30.62742
Columna; C-2 ;" 1"" ";1;6.31; 3.40 kg/m ;21.418903
Columna; C-2 ;" 1"" ";1;6.29; 3.40 kg/m ;21.383285
Columna; C-2 ;" 1"" ";1;3.08; 3.40 kg/m ;10.453351
Columna; C-2 ;" 1"" ";1;3.08; 3.40 kg/m ;10.466782
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.558689
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.556487
Columna; C-2 ;" 1"" ";1;7.79; 3.40 kg/m ;26.477263
Columna; C-2 ;" 1"" ";1;7.78; 3.40 kg/m ;26.438362
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.552573
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.546743
Columna; C-2 ;" 1"" ";1;3.07; 3.40 kg/m ;10.441277
Columna; C-2 ;" 1"" ";1;3.07; 3.40 kg/m ;10.436468
Columna; C-2 ;" 1"" ";1;7.8; 3.40 kg/m ;26.483537
Columna; C-2 ;" 1"" ";1;7.79; 3.40 kg/m ;26.471139
Columna; C-2 ;" 1"" ";1;3.08; 3.40 kg/m ;10.462313
Columna; C-2 ;" 1"" ";1;5.87; 3.40 kg/m ;19.952921
Columna; C-2 ;" 1"" ";1;6.05; 3.40 kg/m ;20.540987
Columna; C-2 ;" 1"" ";1;2.75; 3.40 kg/m ;9.350182
Columna; C-2 ;" 1"" ";1;7.8; 3.40 kg/m ;26.480857
Columna; C-2 ;" 1"" ";1;8.29; 3.40 kg/m ;28.169851
Columna; C-2 ;" 1"" ";1;5.86; 3.40 kg/m ;19.901435
Columna; C-2 ;" 1"" ";1;5.87; 3.40 kg/m ;19.934349
Columna; C-2 ;" 1"" ";1;2.86; 3.40 kg/m ;9.730164
Columna; C-2 ;" 1"" ";1;2.85; 3.40 kg/m ;9.682003
Columna; C-2 ;" 1"" ";1;8.16; 3.40 kg/m ;27.711324
Columna; C-2 ;" 1"" ";1;8.16; 3.40 kg/m ;27.726405
Columna; C-2 ;" 1"" ";1;5.88; 3.40 kg/m ;19.960097
Columna; C-2 ;" 1"" ";1;5.87; 3.40 kg/m ;19.939622
Columna; C-2 ;" 1"" ";1;2.86; 3.40 kg/m ;9.714008
Columna; C-2 ;" 1"" ";1;2.86; 3.40 kg/m ;9.716214
Columna; C-2 ;" 1"" ";1;8.17; 3.40 kg/m ;27.758544
Columna; C-2 ;" 1"" ";1;8.18; 3.40 kg/m ;27.785027
Columna; C-2 ;" 1"" ";1;5.85; 3.40 kg/m ;19.86523
Columna; C-2 ;" 1"" ";1;5.84; 3.40 kg/m ;19.834719
Columna; C-2 ;" 1"" ";1;3.16; 3.40 kg/m ;10.728256
Columna; C-2 ;" 1"" ";1;3.16; 3.40 kg/m ;10.74891
Columna; C-2 ;" 1"" ";1;8.04; 3.40 kg/m ;27.318078
Columna; C-2 ;" 1"" ";1;8.02; 3.40 kg/m ;27.256392
Columna; C-2 ;" 1"" ";1;3.15; 3.40 kg/m ;10.698189
Columna; C-2 ;" 1"" ";1;3.15; 3.40 kg/m ;10.692313
Columna; C-2 ;" 1"" ";1;5.85; 3.40 kg/m ;19.877508
Columna; C-2 ;" 1"" ";1;5.85; 3.40 kg/m ;19.873867
Columna; C-2 ;" 1"" ";1;8.03; 3.40 kg/m ;27.286684
Columna; C-2 ;" 1"" ";1;8.04; 3.40 kg/m ;27.295143
Columna; C-2 ;" 1"" ";1;5.96; 3.40 kg/m ;20.255391
Columna; C-2 ;" 1"" ";1;5.96; 3.40 kg/m ;20.251873
Columna; C-2 ;" 1"" ";1;3.33; 3.40 kg/m ;11.313217
Columna; C-2 ;" 1"" ";1;3.33; 3.40 kg/m ;11.325103
Columna; C-2 ;" 1"" ";1;7.75; 3.40 kg/m ;26.343267
Columna; C-2 ;" 1"" ";1;7.76; 3.40 kg/m ;26.367006
Columna; C-2 ;" 1"" ";1;5.95; 3.40 kg/m ;20.203989
Columna; C-2 ;" 1"" ";1;5.95; 3.40 kg/m ;20.197158
Columna; C-2 ;" 1"" ";1;3.33; 3.40 kg/m ;11.319838
Columna; C-2 ;" 1"" ";1;3.33; 3.40 kg/m ;11.325397
Columna; C-2 ;" 1"" ";1;7.75; 3.40 kg/m ;26.328978
Columna; C-2 ;" 1"" ";1;7.74; 3.40 kg/m ;26.286326
Columna; C-2 ;" 1"" ";1;3.33; 3.40 kg/m ;11.316513
Columna; C-2 ;" 1"" ";1;5.95; 3.40 kg/m ;20.217574
Columna; C-2 ;" 1"" ";1;7.77; 3.40 kg/m ;26.379517
Columna; C-2 ;" 1"" ";1;5.95; 3.40 kg/m ;20.224202
Columna; C-2 ;" 1"" ";1;3.34; 3.40 kg/m ;11.340276
Columna; C-2 ;" 1"" ";1;7.74; 3.40 kg/m ;26.30932
Columna; C-2: 522 ;;1,738.00;;;5,830.10
Columna; C-3 ;;;;;
Columna; C-3 ;" 3/8"" ";1;1.68; 0.56 kg/m ;0.939026
Columna; C-3 ;" 3/8"" ";1;1.9; 0.56 kg/m ;1.065814
Columna; C-3 ;" 3/8"" ";1;1.19; 0.56 kg/m ;0.665144
Columna; C-3 ;" 3/8"" ";8;1.68; 0.56 kg/m ;7.512208
Columna; C-3 ;" 3/8"" ";8;1.9; 0.56 kg/m ;8.526514
Columna; C-3 ;" 3/8"" ";8;1.19; 0.56 kg/m ;5.321152
Columna; C-3 ;" 3/8"" ";15;1.68; 0.56 kg/m ;14.08539
Columna; C-3 ;" 3/8"" ";15;1.9; 0.56 kg/m ;15.987214
Columna; C-3 ;" 3/8"" ";15;1.19; 0.56 kg/m ;9.977159
Columna; C-3 ;" 3/8"" ";1;1.68; 0.56 kg/m ;0.939026
Columna; C-3 ;" 3/8"" ";1;1.9; 0.56 kg/m ;1.065814
Columna; C-3 ;" 3/8"" ";8;1.68; 0.56 kg/m ;7.512208
Columna; C-3 ;" 3/8"" ";8;1.9; 0.56 kg/m ;8.526514
Columna; C-3 ;" 3/8"" ";11;1.68; 0.56 kg/m ;10.329286
Columna; C-3 ;" 3/8"" ";11;1.9; 0.56 kg/m ;11.723957
Columna; C-3 ;" 3/8"" ";1;1.19; 0.56 kg/m ;0.665144
Columna; C-3 ;" 3/8"" ";8;1.19; 0.56 kg/m ;5.321152
Columna; C-3 ;" 3/8"" ";11;1.19; 0.56 kg/m ;7.316584
Columna; C-3 ;" 5/8"" ";2;7.02; 1.55 kg/m ;21.781234
Columna; C-3 ;" 5/8"" ";2;7.02; 1.55 kg/m ;21.779914
Columna; C-3 ;" 5/8"" ";1;7.02; 1.55 kg/m ;10.890015
Columna; C-3 ;" 3/4"" ";3;7.1; 2.24 kg/m ;47.627174
Columna; C-3 ;" 3/4"" ";2;7.1; 2.24 kg/m ;31.755645
Columna; C-3 ;" 3/4"" ";2;7.1; 2.24 kg/m ;31.744669
Columna; C-3: 24 ;;144;;;283.057956
Columna; C-4 ;;;;;
Columna; C-4 ;" 3/8"" ";1;1.15; 0.56 kg/m ;0.642957
Columna; C-4 ;" 3/8"" ";5;1.15; 0.56 kg/m ;3.214783
Columna; C-4 ;" 3/8"" ";1;1.15; 0.56 kg/m ;0.642957
Columna; C-4 ;" 3/8"" ";5;1.15; 0.56 kg/m ;3.214783
Columna; C-4 ;" 3/8"" ";6;1.15; 0.56 kg/m ;3.857739
Columna; C-4 ;" 3/8"" ";6;1.15; 0.56 kg/m ;3.857739
Columna; C-4 ;" 3/4"" ";2;3.91; 2.24 kg/m ;17.49667
Columna; C-4 ;" 3/4"" ";2;3.91; 2.24 kg/m ;17.49667
Columna; C-4: 8 ;;28;;;50.424297
;;;;;;7264.076178
